source_url,link_url,link_title
https://en.wikipedia.org/wiki/Ensemble_learning,https://en.wikipedia.org/wiki/Ensemble_learning#cite_ref-72,Ensemble learning - Wikipedia
https://my.wikipedia.org/wiki/%E1%80%A1%E1%80%81%E1%80%BB%E1%80%80%E1%80%BA%E1%80%A1%E1%80%9C%E1%80%80%E1%80%BA%E1%80%9E%E1%80%AD%E1%80%95%E1%80%B9%E1%80%95%E1%80%B6%E1%80%95%E1%80%8A%E1%80%AC,https://my.wikipedia.org/wiki/%E1%80%9D%E1%80%AE%E1%80%80%E1%80%AE%E1%80%95%E1%80%AE%E1%80%B8%E1%80%92%E1%80%AE%E1%80%B8%E1%80%9A%E1%80%AC%E1%80%B8:%E1%80%A1%E1%80%91%E1%80%BD%E1%80%B1%E1%80%91%E1%80%BD%E1%80%B1_%E1%80%9E%E1%80%90%E1%80%AD%E1%80%95%E1%80%BC%E1%80%AF%E1%80%96%E1%80%BD%E1%80%9A%E1%80%BA,ဝီကီပီးဒီးယား:အထွေထွေ သတိပြုဖွယ် - ဝီကီပီးဒီးယား
https://my.wikipedia.org/wiki/%E1%80%A1%E1%80%81%E1%80%BB%E1%80%80%E1%80%BA%E1%80%A1%E1%80%9C%E1%80%80%E1%80%BA%E1%80%9E%E1%80%AD%E1%80%95%E1%80%B9%E1%80%95%E1%80%B6%E1%80%95%E1%80%8A%E1%80%AC,https://my.wikipedia.org/wiki/%E1%80%A1%E1%80%91%E1%80%B0%E1%80%B8:%E1%80%98%E1%80%9A%E1%80%BA%E1%80%80%E1%80%9C%E1%80%84%E1%80%B7%E1%80%BA%E1%80%91%E1%80%AC%E1%80%B8%E1%80%9C%E1%80%B2/%E1%80%A1%E1%80%81%E1%80%BB%E1%80%80%E1%80%BA%E1%80%A1%E1%80%9C%E1%80%80%E1%80%BA%E1%80%9E%E1%80%AD%E1%80%95%E1%80%B9%E1%80%95%E1%80%B6%E1%80%95%E1%80%8A%E1%80%AC,ဝီကီပီးဒီးယား:အထွေထွေ သတိပြုဖွယ် - ဝီကီပီးဒီးယား
https://my.wikipedia.org/wiki/%E1%80%A1%E1%80%81%E1%80%BB%E1%80%80%E1%80%BA%E1%80%A1%E1%80%9C%E1%80%80%E1%80%BA%E1%80%9E%E1%80%AD%E1%80%95%E1%80%B9%E1%80%95%E1%80%B6%E1%80%95%E1%80%8A%E1%80%AC,https://my.wikipedia.org/wiki/%E1%80%A1%E1%80%81%E1%80%BB%E1%80%80%E1%80%BA%E1%80%A1%E1%80%9C%E1%80%80%E1%80%BA%E1%80%9E%E1%80%AD%E1%80%95%E1%80%B9%E1%80%95%E1%80%B6%E1%80%95%E1%80%8A%E1%80%AC,အချက်အလက်သိပ္ပံပညာ - ဝီကီပီးဒီးယား
https://my.wikipedia.org/wiki/%E1%80%A1%E1%80%81%E1%80%BB%E1%80%80%E1%80%BA%E1%80%A1%E1%80%9C%E1%80%80%E1%80%BA%E1%80%9E%E1%80%AD%E1%80%95%E1%80%B9%E1%80%95%E1%80%B6%E1%80%95%E1%80%8A%E1%80%AC,https://my.wikipedia.org/wiki/%E1%80%80%E1%80%8F%E1%80%B9%E1%80%8D:%E1%80%9B%E1%80%BE%E1%80%84%E1%80%BA%E1%80%B8%E1%80%9C%E1%80%84%E1%80%BA%E1%80%B8%E1%80%9B%E1%80%99%E1%80%8A%E1%80%B7%E1%80%BA_%E1%80%85%E1%80%AC%E1%80%99%E1%80%BB%E1%80%80%E1%80%BA%E1%80%94%E1%80%BE%E1%80%AC%E1%80%99%E1%80%BB%E1%80%AC%E1%80%B8_%E1%80%A1%E1%80%AC%E1%80%B8%E1%80%9C%E1%80%AF%E1%80%B6%E1%80%B8,ကဏ္ဍ:ရှင်းလင်းရမည့် စာမျက်နှာများ အားလုံး - ဝီကီပီးဒီးယား
https://my.wikipedia.org/wiki/%E1%80%A1%E1%80%81%E1%80%BB%E1%80%80%E1%80%BA%E1%80%A1%E1%80%9C%E1%80%80%E1%80%BA%E1%80%9E%E1%80%AD%E1%80%95%E1%80%B9%E1%80%95%E1%80%B6%E1%80%95%E1%80%8A%E1%80%AC,https://my.wikipedia.org/wiki/%E1%80%80%E1%80%8F%E1%80%B9%E1%80%8D:%E1%80%A1%E1%80%9B%E1%80%B1%E1%80%B8%E1%80%A1%E1%80%9E%E1%80%AC%E1%80%B8_%E1%80%90%E1%80%8A%E1%80%BA%E1%80%B8%E1%80%96%E1%80%BC%E1%80%90%E1%80%BA%E1%80%9B%E1%80%94%E1%80%BA_%E1%80%9C%E1%80%AD%E1%80%AF%E1%80%A1%E1%80%95%E1%80%BA%E1%80%9E%E1%80%B1%E1%80%AC_%E1%80%9D%E1%80%AE%E1%80%80%E1%80%AE%E1%80%95%E1%80%AE%E1%80%B8%E1%80%92%E1%80%AE%E1%80%B8%E1%80%9A%E1%80%AC%E1%80%B8_%E1%80%86%E1%80%B1%E1%80%AC%E1%80%84%E1%80%BA%E1%80%B8%E1%80%95%E1%80%AB%E1%80%B8%E1%80%99%E1%80%BB%E1%80%AC%E1%80%B8,ကဏ္ဍ:အရေးအသား တည်းဖြတ်ရန် လိုအပ်သော ဝီကီပီးဒီးယား ဆောင်းပါးများ - ဝီကီပီးဒီးယား
https://my.wikipedia.org/wiki/%E1%80%A1%E1%80%81%E1%80%BB%E1%80%80%E1%80%BA%E1%80%A1%E1%80%9C%E1%80%80%E1%80%BA%E1%80%9E%E1%80%AD%E1%80%95%E1%80%B9%E1%80%95%E1%80%B6%E1%80%95%E1%80%8A%E1%80%AC,https://my.m.wikipedia.org/w/index.php?title=%E1%80%A1%E1%80%81%E1%80%BB%E1%80%80%E1%80%BA%E1%80%A1%E1%80%9C%E1%80%80%E1%80%BA%E1%80%9E%E1%80%AD%E1%80%95%E1%80%B9%E1%80%95%E1%80%B6%E1%80%95%E1%80%8A%E1%80%AC&mobileaction=toggle_view_mobile,အချက်အလက်သိပ္ပံပညာ - ဝီကီပီးဒီးယား
https://my.wikipedia.org/wiki/%E1%80%A1%E1%80%81%E1%80%BB%E1%80%80%E1%80%BA%E1%80%A1%E1%80%9C%E1%80%80%E1%80%BA%E1%80%9E%E1%80%AD%E1%80%95%E1%80%B9%E1%80%95%E1%80%B6%E1%80%95%E1%80%8A%E1%80%AC,https://he.wikipedia.org/wiki/%D7%9E%D7%93%D7%A2_%D7%94%D7%A0%D7%AA%D7%95%D7%A0%D7%99%D7%9D,מדע הנתונים – ויקיפדיה
https://my.wikipedia.org/wiki/%E1%80%A1%E1%80%81%E1%80%BB%E1%80%80%E1%80%BA%E1%80%A1%E1%80%9C%E1%80%80%E1%80%BA%E1%80%9E%E1%80%AD%E1%80%95%E1%80%B9%E1%80%95%E1%80%B6%E1%80%95%E1%80%8A%E1%80%AC,https://es.wikipedia.org/wiki/Ciencia_de_datos,"Ciencia de datos - Wikipedia, la enciclopedia libre"
https://my.wikipedia.org/wiki/%E1%80%A1%E1%80%81%E1%80%BB%E1%80%80%E1%80%BA%E1%80%A1%E1%80%9C%E1%80%80%E1%80%BA%E1%80%9E%E1%80%AD%E1%80%95%E1%80%B9%E1%80%95%E1%80%B6%E1%80%95%E1%80%8A%E1%80%AC,https://fa.wikipedia.org/wiki/%D8%B9%D9%84%D9%85_%D8%AF%D8%A7%D8%AF%D9%87%E2%80%8C%D9%87%D8%A7,علم داده‌ها - ویکی‌پدیا، دانشنامهٔ آزاد
https://my.wikipedia.org/wiki/%E1%80%A1%E1%80%81%E1%80%BB%E1%80%80%E1%80%BA%E1%80%A1%E1%80%9C%E1%80%80%E1%80%BA%E1%80%9E%E1%80%AD%E1%80%95%E1%80%B9%E1%80%95%E1%80%B6%E1%80%95%E1%80%8A%E1%80%AC,https://my.wikipedia.org/wiki/%E1%80%96%E1%80%AD%E1%80%AF%E1%80%84%E1%80%BA:Wiki_letter_Ka.svg,ဖိုင်:Wiki letter Ka.svg - ဝီကီပီးဒီးယား
https://en.wikipedia.org/wiki/Linear_regression,https://en.wikipedia.org/wiki/Wikipedia:Contact_us,Wikipedia:Contact us - Wikipedia
https://en.wikipedia.org/wiki/Linear_regression,https://en.wikipedia.org/wiki/Analysis_of_covariance,Analysis of covariance - Wikipedia
https://en.wikipedia.org/wiki/Linear_regression,https://en.wikipedia.org/wiki/Moment_(mathematics),Moment (mathematics) - Wikipedia
https://en.wikipedia.org/wiki/Linear_regression,https://en.wikipedia.org/wiki/Linear_regression#cite_note-16,Linear regression - Wikipedia
https://en.wikipedia.org/wiki/Linear_regression,https://simple.wikipedia.org/wiki/Linear_regression,"Linear regression - Simple English Wikipedia, the free encyclopedia"
https://en.wikipedia.org/wiki/Linear_regression,https://en.wikipedia.org/wiki/Linear_regression#cite_ref-11,Linear regression - Wikipedia
https://en.wikipedia.org/wiki/Linear_regression,https://en.wikipedia.org/wiki/Affine_transformation,Affine transformation - Wikipedia
https://en.wikipedia.org/wiki/Linear_regression,https://en.wikipedia.org/wiki/Analysis_of_variance,Analysis of variance - Wikipedia
https://en.wikipedia.org/wiki/Linear_regression,https://en.wikipedia.org/wiki/Box%E2%80%93Jenkins_method,Box–Jenkins method - Wikipedia
https://en.wikipedia.org/wiki/Linear_regression,https://en.wikipedia.org/wiki/Linear_regression,Linear regression - Wikipedia
https://en.wikipedia.org/wiki/Data_science#cite_ref-:1_24-2,https://en.wikipedia.org/wiki/Wikipedia:Contact_us,Wikipedia:Contact us - Wikipedia
https://en.wikipedia.org/wiki/Data_science#cite_ref-:1_24-2,https://en.wikipedia.org/wiki/Data_security,Data security - Wikipedia
https://en.wikipedia.org/wiki/Data_science#cite_ref-:1_24-2,https://en.wikipedia.org/wiki/Ensemble_learning,Ensemble learning - Wikipedia
https://en.wikipedia.org/wiki/Data_science#cite_ref-:1_24-2,https://my.wikipedia.org/wiki/%E1%80%A1%E1%80%81%E1%80%BB%E1%80%80%E1%80%BA%E1%80%A1%E1%80%9C%E1%80%80%E1%80%BA%E1%80%9E%E1%80%AD%E1%80%95%E1%80%B9%E1%80%95%E1%80%B6%E1%80%95%E1%80%8A%E1%80%AC,အချက်အလက်သိပ္ပံပညာ - ဝီကီပီးဒီးယား
https://en.wikipedia.org/wiki/Data_science#cite_ref-:1_24-2,https://en.wikipedia.org/wiki/Linear_regression,Linear regression - Wikipedia
https://en.wikipedia.org/wiki/Data_science#cite_ref-:1_24-2,https://en.wikipedia.org/wiki/Data_science#cite_ref-:1_24-2,Data science - Wikipedia
https://en.wikipedia.org/wiki/Data_science#cite_ref-:1_24-2,https://es.wikipedia.org/wiki/Ciencia_de_datos,"Ciencia de datos - Wikipedia, la enciclopedia libre"
https://en.wikipedia.org/wiki/Data_science#cite_ref-:1_24-2,https://fa.wikipedia.org/wiki/%D8%B9%D9%84%D9%85_%D8%AF%D8%A7%D8%AF%D9%87%E2%80%8C%D9%87%D8%A7,علم داده‌ها - ویکی‌پدیا، دانشنامهٔ آزاد
https://en.wikipedia.org/wiki/Data_science#cite_ref-:1_24-2,https://en.wikipedia.org/wiki/DeepDream,DeepDream - Wikipedia
https://en.wikipedia.org/wiki/Data_science#cite_ref-:1_24-2,https://en.wikipedia.org/wiki/Scientific_method,Scientific method - Wikipedia
https://es.wikipedia.org/wiki/Ciencia_de_datos,https://es.wikipedia.org/wiki/Ciencia_de_datos#cite_ref-IBM_1-0,"Ciencia de datos - Wikipedia, la enciclopedia libre"
https://es.wikipedia.org/wiki/Ciencia_de_datos,https://es.wikipedia.org/wiki/Ciencia_de_datos#cite_ref-25,"Ciencia de datos - Wikipedia, la enciclopedia libre"
https://es.wikipedia.org/wiki/Ciencia_de_datos,https://es.wikipedia.org/wiki/Ciencia_de_datos#cite_note-19,"Ciencia de datos - Wikipedia, la enciclopedia libre"
https://es.wikipedia.org/wiki/Ciencia_de_datos,https://es.wikipedia.org/w/index.php?title=Especial:Crear_una_cuenta&returnto=Ciencia+de+datos,"Crear una cuenta - Wikipedia, la enciclopedia libre"
https://es.wikipedia.org/wiki/Ciencia_de_datos,https://my.wikipedia.org/wiki/%E1%80%A1%E1%80%81%E1%80%BB%E1%80%80%E1%80%BA%E1%80%A1%E1%80%9C%E1%80%80%E1%80%BA%E1%80%9E%E1%80%AD%E1%80%95%E1%80%B9%E1%80%95%E1%80%B6%E1%80%95%E1%80%8A%E1%80%AC,အချက်အလက်သိပ္ပံပညာ - ဝီကီပီးဒီးယား
https://es.wikipedia.org/wiki/Ciencia_de_datos,https://es.wikipedia.org/wiki/Wikimedia_Commons,"Wikimedia Commons - Wikipedia, la enciclopedia libre"
https://es.wikipedia.org/wiki/Ciencia_de_datos,https://es.wikipedia.org/wiki/Ciencia_de_datos#cite_note-12,"Ciencia de datos - Wikipedia, la enciclopedia libre"
https://es.wikipedia.org/wiki/Ciencia_de_datos,https://es.wikipedia.org/wiki/Ciencia_de_datos#searchInput,"Ciencia de datos - Wikipedia, la enciclopedia libre"
https://es.wikipedia.org/wiki/Ciencia_de_datos,https://es.wikipedia.org/wiki/Ciencia_de_datos#Marketing,"Ciencia de datos - Wikipedia, la enciclopedia libre"
https://es.wikipedia.org/wiki/Ciencia_de_datos,https://es.wikipedia.org/wiki/Discusi%C3%B3n:Ciencia_de_datos,"Discusión:Ciencia de datos - Wikipedia, la enciclopedia libre"
https://fa.wikipedia.org/wiki/%D8%B9%D9%84%D9%85_%D8%AF%D8%A7%D8%AF%D9%87%E2%80%8C%D9%87%D8%A7,https://fa.wikipedia.org/wiki/%D8%B9%D9%84%D9%85_%D8%AF%D8%A7%D8%AF%D9%87%E2%80%8C%D9%87%D8%A7#cite_note-7,علم داده‌ها - ویکی‌پدیا، دانشنامهٔ آزاد
https://fa.wikipedia.org/wiki/%D8%B9%D9%84%D9%85_%D8%AF%D8%A7%D8%AF%D9%87%E2%80%8C%D9%87%D8%A7,https://fa.wikipedia.org/wiki/%D8%B1%D8%AF%D9%87:%D8%AE%D8%B7%D8%A7%D9%87%D8%A7%DB%8C_%DB%8C%D8%A7%D8%AF%DA%A9%D8%B1%D8%AF:_%D8%AA%D8%A7%D8%B1%DB%8C%D8%AE,رده:خطاهای یادکرد: تاریخ - ویکی‌پدیا، دانشنامهٔ آزاد
https://fa.wikipedia.org/wiki/%D8%B9%D9%84%D9%85_%D8%AF%D8%A7%D8%AF%D9%87%E2%80%8C%D9%87%D8%A7,https://my.wikipedia.org/wiki/%E1%80%A1%E1%80%81%E1%80%BB%E1%80%80%E1%80%BA%E1%80%A1%E1%80%9C%E1%80%80%E1%80%BA%E1%80%9E%E1%80%AD%E1%80%95%E1%80%B9%E1%80%95%E1%80%B6%E1%80%95%E1%80%8A%E1%80%AC,အချက်အလက်သိပ္ပံပညာ - ဝီကီပီးဒီးယား
https://fa.wikipedia.org/wiki/%D8%B9%D9%84%D9%85_%D8%AF%D8%A7%D8%AF%D9%87%E2%80%8C%D9%87%D8%A7,https://fa.wikipedia.org/wiki/%D9%88%DA%A9%D8%A7_(%DB%8C%D8%A7%D8%AF%DA%AF%DB%8C%D8%B1%DB%8C_%D9%85%D8%A7%D8%B4%DB%8C%D9%86%DB%8C),وکا (یادگیری ماشینی) - ویکی‌پدیا، دانشنامهٔ آزاد
https://fa.wikipedia.org/wiki/%D8%B9%D9%84%D9%85_%D8%AF%D8%A7%D8%AF%D9%87%E2%80%8C%D9%87%D8%A7,https://fa.wikipedia.org/wiki/%D8%B4%DB%8C%D9%85%DB%8C%E2%80%8C%D8%A7%D9%86%D9%81%D9%88%D8%B1%D9%85%D8%A7%D8%AA%DB%8C%DA%A9,شیمی‌انفورماتیک - ویکی‌پدیا، دانشنامهٔ آزاد
https://fa.wikipedia.org/wiki/%D8%B9%D9%84%D9%85_%D8%AF%D8%A7%D8%AF%D9%87%E2%80%8C%D9%87%D8%A7,https://fa.wikipedia.org/wiki/%D8%B9%D9%84%D9%88%D9%85_%DA%A9%D8%A7%D9%85%D9%BE%DB%8C%D9%88%D8%AA%D8%B1,علوم رایانه - ویکی‌پدیا، دانشنامهٔ آزاد
https://fa.wikipedia.org/wiki/%D8%B9%D9%84%D9%85_%D8%AF%D8%A7%D8%AF%D9%87%E2%80%8C%D9%87%D8%A7,https://fa.wikipedia.org/wiki/ویکی‌پدیا:Text_of_Creative_Commons_Attribution-ShareAlike_3.0_Unported_License,علوم رایانه - ویکی‌پدیا، دانشنامهٔ آزاد
https://fa.wikipedia.org/wiki/%D8%B9%D9%84%D9%85_%D8%AF%D8%A7%D8%AF%D9%87%E2%80%8C%D9%87%D8%A7,https://fa.wikipedia.org/wiki/%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86_(%D8%B2%D8%A8%D8%A7%D9%86_%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87%E2%80%8C%D9%86%D9%88%DB%8C%D8%B3%DB%8C),پایتون (زبان برنامه‌نویسی) - ویکی‌پدیا، دانشنامهٔ آزاد
https://fa.wikipedia.org/wiki/%D8%B9%D9%84%D9%85_%D8%AF%D8%A7%D8%AF%D9%87%E2%80%8C%D9%87%D8%A7,https://fa.wikipedia.org/wiki/%D8%AA%D8%B5%D9%85%DB%8C%D9%85%E2%80%8C%DA%AF%DB%8C%D8%B1%DB%8C_%D8%AF%D8%A7%D8%AF%D9%87%E2%80%8C%D9%85%D8%AD%D9%88%D8%B1,تصمیم‌گیری داده‌محور - ویکی‌پدیا، دانشنامهٔ آزاد
https://fa.wikipedia.org/wiki/%D8%B9%D9%84%D9%85_%D8%AF%D8%A7%D8%AF%D9%87%E2%80%8C%D9%87%D8%A7,https://he.wikipedia.org/wiki/%D7%9E%D7%93%D7%A2_%D7%94%D7%A0%D7%AA%D7%95%D7%A0%D7%99%D7%9D,מדע הנתונים – ויקיפדיה
https://en.wikipedia.org/wiki/DeepDream,https://en.wikipedia.org/wiki/Wikipedia:Contact_us,Wikipedia:Contact us - Wikipedia
https://en.wikipedia.org/wiki/DeepDream,https://en.wikipedia.org/wiki/Category:Object_recognition_and_categorization,Category:Object recognition and categorization - Wikipedia
https://en.wikipedia.org/wiki/DeepDream,https://en.wikipedia.org/wiki/DeepDream#cite_ref-17,DeepDream - Wikipedia
https://en.wikipedia.org/wiki/DeepDream,https://en.wikipedia.org/wiki/T-distributed_stochastic_neighbor_embedding,t-distributed stochastic neighbor embedding - Wikipedia
https://en.wikipedia.org/wiki/DeepDream,https://en.wikipedia.org/wiki/Category:Computer_art,Category:Computer art - Wikipedia
https://en.wikipedia.org/wiki/DeepDream,https://en.wikipedia.org/wiki/Ensemble_learning,Ensemble learning - Wikipedia
https://en.wikipedia.org/wiki/DeepDream,https://en.wikipedia.org/wiki/DeepDream#cite_note-nguyen16-16,DeepDream - Wikipedia
https://en.wikipedia.org/wiki/DeepDream,https://en.wikipedia.org/w/index.php?title=Special:UserLogin&returnto=DeepDream,Log in - Wikipedia
https://en.wikipedia.org/wiki/DeepDream,https://en.wikipedia.org/wiki/Outline_of_machine_learning,Outline of machine learning - Wikipedia
https://en.wikipedia.org/wiki/DeepDream,https://en.wikipedia.org/wiki/Machine_Learning_(journal),Machine Learning (journal) - Wikipedia
https://en.wikipedia.org/wiki/Scientific_method,https://en.wikipedia.org/wiki/The_Structure_of_Scientific_Revolutions,The Structure of Scientific Revolutions - Wikipedia
https://en.wikipedia.org/wiki/Scientific_method,https://en.wikipedia.org/wiki/Scientific_method#cite_ref-aQuestion_7-4,Scientific method - Wikipedia
https://en.wikipedia.org/wiki/Scientific_method,https://en.wikipedia.org/wiki/Scientific_method#cite_ref-introspection_43-0,Scientific method - Wikipedia
https://en.wikipedia.org/wiki/Scientific_method,https://en.wikipedia.org/wiki/Social_shaping_of_technology,Social shaping of technology - Wikipedia
https://en.wikipedia.org/wiki/Scientific_method,https://en.wikipedia.org/wiki/Scientific_method#cite_note-13,Scientific method - Wikipedia
https://en.wikipedia.org/wiki/Scientific_method,https://en.wikipedia.org/wiki/William_Stanley_Jevons,William Stanley Jevons - Wikipedia
https://en.wikipedia.org/wiki/Scientific_method,https://en.wikipedia.org/wiki/Scientific_method#cite_ref-122,Scientific method - Wikipedia
https://en.wikipedia.org/wiki/Scientific_method,https://en.wikipedia.org/wiki/Scientific_method#Science_of_complex_systems,Scientific method - Wikipedia
https://en.wikipedia.org/wiki/Scientific_method,https://en.wikipedia.org/wiki/S2_(star),S2 (star) - Wikipedia
https://en.wikipedia.org/wiki/Scientific_method,https://en.wikipedia.org/wiki/Brazil,Brazil - Wikipedia
