,world_width,world_height,creature_start_x,creature_start_y,initial_facing,start_score,replicate,step,score,creature_x,creature_y,points_matrix
10,9,9,0,0,N,1000,5,0,1000,0,0,"[[0, 50, -100, 0, 0, 0, 0, 0, -100], [50, 50, 0, 0, -100, -30, 0, 100, 0], [0, -100, 0, 0, -100, 0, -30, 0, 0], [100, -100, 0, -30, -100, 0, 0, 0, 0], [100, 100, 0, -30, 0, 100, 50, 50, -30], [-100, 100, 100, 0, 50, 0, 0, 50, 0], [50, 50, 50, 0, 0, 0, 0, -30, -100], [50, 0, 50, -30, 50, 0, 0, 50, -30], [0, -100, 100, 50, -30, -100, -100, -100, 0]]"
11,9,9,0,0,N,1000,5,1,995,0,0,"[[0, 50, -100, 0, 0, 0, 0, 0, -100], [50, 50, 0, 0, -100, -30, 0, 100, 0], [0, -100, 0, 0, -100, 0, -30, 0, 0], [100, -100, 0, -30, -100, 0, 0, 0, 0], [100, 100, 0, -30, 0, 100, 50, 50, -30], [-100, 100, 100, 0, 50, 0, 0, 50, 0], [50, 50, 50, 0, 0, 0, 0, -30, -100], [50, 0, 50, -30, 50, 0, 0, 50, -30], [0, -100, 100, 50, -30, -100, -100, -100, 0]]"
12,9,9,0,0,N,1000,6,0,1000,0,0,"[[50, 0, -30, 0, 0, -30, -30, 0, -100], [-30, 0, 100, 0, 0, 50, 50, 50, 0], [0, 0, 0, -30, -100, -30, 50, 0, 0], [0, 0, 50, 50, 0, 0, 50, -30, -30], [-30, 0, 0, -100, 50, 50, -30, 0, 0], [50, 0, 100, 0, 0, 0, 0, 0, 0], [50, 100, 50, 0, -30, 0, -30, 0, 0], [100, 50, 0, 50, 100, 0, 0, 50, -30], [0, -30, 50, 50, 0, 100, 0, 50, 0]]"
13,9,9,0,0,N,1000,6,1,1045,0,0,"[[0, 0, -30, 0, 0, -30, -30, 0, -100], [-30, 0, 100, 0, 0, 50, 50, 50, 0], [0, 0, 0, -30, -100, -30, 50, 0, 0], [0, 0, 50, 50, 0, 0, 50, -30, -30], [-30, 0, 0, -100, 50, 50, -30, 0, 0], [50, 0, 100, 0, 0, 0, 0, 0, 0], [50, 100, 50, 0, -30, 0, -30, 0, 0], [100, 50, 0, 50, 100, 0, 0, 50, -30], [0, -30, 50, 50, 0, 100, 0, 50, 0]]"
14,9,9,0,0,W,1000,7,0,1000,0,0,"[[50, 0, 0, 0, 0, 50, 0, 0, 0], [100, -30, 0, -100, -30, 0, 0, 50, 0], [-30, -100, 0, 0, 50, -100, 0, 0, -30], [-30, 50, 50, 0, 0, 0, 50, 0, -100], [-100, -30, 50, 50, -100, 0, 50, 0, 50], [0, 0, 0, -100, 0, 0, 100, -30, 0], [100, 50, 50, 0, 0, 50, -100, 50, 0], [0, 0, 0, 0, -30, 50, 0, -100, 0], [0, -30, 100, 0, -30, 0, 50, 0, 0]]"
15,9,9,0,0,W,1000,7,1,1045,0,0,"[[0, 0, 0, 0, 0, 50, 0, 0, 0], [100, -30, 0, -100, -30, 0, 0, 50, 0], [-30, -100, 0, 0, 50, -100, 0, 0, -30], [-30, 50, 50, 0, 0, 0, 50, 0, -100], [-100, -30, 50, 50, -100, 0, 50, 0, 50], [0, 0, 0, -100, 0, 0, 100, -30, 0], [100, 50, 50, 0, 0, 50, -100, 50, 0], [0, 0, 0, 0, -30, 50, 0, -100, 0], [0, -30, 100, 0, -30, 0, 50, 0, 0]]"
16,9,9,0,0,W,1000,8,0,1000,0,0,"[[0, 100, 0, 0, 50, 50, 0, 0, 0], [-100, 0, 0, 50, 50, 50, 0, -30, 0], [-100, 0, 0, 0, 100, 0, 50, 0, 0], [50, 0, 0, 0, 50, 0, 0, 50, 0], [0, 0, -100, 0, 50, 50, 50, -30, 0], [100, -30, 0, 50, -30, 0, 0, 50, 50], [100, 50, 0, 0, 0, 0, 0, -30, 0], [0, 50, 50, 0, 0, 0, 100, 100, -30], [50, -100, 0, -100, 0, 0, 0, 0, 0]]"
17,9,9,0,0,W,1000,8,1,990,0,0,"[[0, 100, 0, 0, 50, 50, 0, 0, 0], [-100, 0, 0, 50, 50, 50, 0, -30, 0], [-100, 0, 0, 0, 100, 0, 50, 0, 0], [50, 0, 0, 0, 50, 0, 0, 50, 0], [0, 0, -100, 0, 50, 50, 50, -30, 0], [100, -30, 0, 50, -30, 0, 0, 50, 50], [100, 50, 0, 0, 0, 0, 0, -30, 0], [0, 50, 50, 0, 0, 0, 100, 100, -30], [50, -100, 0, -100, 0, 0, 0, 0, 0]]"
18,9,9,0,0,S,1000,9,0,1000,0,0,"[[-30, 50, 0, 0, 50, 0, 50, 0, 0], [50, 0, 0, 100, 0, -100, 0, 50, -30], [50, 100, -100, 50, 0, -100, -30, 0, -100], [0, 50, 0, 50, 0, 0, 0, 0, -100], [0, 0, 50, 0, 0, 0, 0, 50, 100], [50, 0, 0, 0, 0, 0, -30, 0, 0], [-30, 0, 100, 0, 0, 0, 0, 50, 100], [0, 0, 50, 0, 0, -30, 50, 0, 0], [0, 100, -30, -30, 0, 0, 50, 0, 0]]"
19,9,9,0,0,S,1000,9,1,965,0,0,"[[0, 50, 0, 0, 50, 0, 50, 0, 0], [50, 0, 0, 100, 0, -100, 0, 50, -30], [50, 100, -100, 50, 0, -100, -30, 0, -100], [0, 50, 0, 50, 0, 0, 0, 0, -100], [0, 0, 50, 0, 0, 0, 0, 50, 100], [50, 0, 0, 0, 0, 0, -30, 0, 0], [-30, 0, 100, 0, 0, 0, 0, 50, 100], [0, 0, 50, 0, 0, -30, 50, 0, 0], [0, 100, -30, -30, 0, 0, 50, 0, 0]]"
20,9,9,0,0,W,1000,10,0,1000,0,0,"[[0, 0, 0, -100, 0, 0, 0, 100, 100], [50, 50, 0, 50, 50, 0, -30, -30, 0], [50, 0, 0, -30, -30, -30, 50, 0, 100], [-100, 0, -100, -30, 0, -30, 50, 50, -30], [-30, 100, 0, -100, -30, 0, 100, -30, 0], [0, 0, 0, -30, 50, 0, -100, 0, 50], [-30, 0, -100, 50, 50, 0, -30, 100, 50], [0, -30, 0, 100, 0, 0, 0, 0, -100], [-30, 0, 0, 50, 50, 0, 0, 50, -30]]"
21,9,9,0,0,W,1000,10,1,995,0,0,"[[0, 0, 0, -100, 0, 0, 0, 100, 100], [50, 50, 0, 50, 50, 0, -30, -30, 0], [50, 0, 0, -30, -30, -30, 50, 0, 100], [-100, 0, -100, -30, 0, -30, 50, 50, -30], [-30, 100, 0, -100, -30, 0, 100, -30, 0], [0, 0, 0, -30, 50, 0, -100, 0, 50], [-30, 0, -100, 50, 50, 0, -30, 100, 50], [0, -30, 0, 100, 0, 0, 0, 0, -100], [-30, 0, 0, 50, 50, 0, 0, 50, -30]]"
22,9,9,0,0,S,1000,11,0,1000,0,0,"[[50, 0, -30, 100, 0, 100, 0, -30, 50], [-30, 0, 0, -30, 100, -30, -100, 0, 0], [-30, -30, 0, 50, 0, 0, 50, 50, 0], [50, 0, 50, 0, -100, -30, 0, 0, -30], [100, 0, -30, 0, 100, 100, 100, 50, 100], [100, 0, 50, -30, 0, 50, 0, 0, 100], [50, 50, 50, 50, 0, 0, 0, 100, -100], [0, 50, 0, 50, 50, 50, 0, 50, 0], [0, 100, 0, 50, 0, 50, 0, 0, 0]]"
23,9,9,0,0,S,1000,11,1,1045,0,0,"[[0, 0, -30, 100, 0, 100, 0, -30, 50], [-30, 0, 0, -30, 100, -30, -100, 0, 0], [-30, -30, 0, 50, 0, 0, 50, 50, 0], [50, 0, 50, 0, -100, -30, 0, 0, -30], [100, 0, -30, 0, 100, 100, 100, 50, 100], [100, 0, 50, -30, 0, 50, 0, 0, 100], [50, 50, 50, 50, 0, 0, 0, 100, -100], [0, 50, 0, 50, 50, 50, 0, 50, 0], [0, 100, 0, 50, 0, 50, 0, 0, 0]]"
24,9,9,0,0,N,1000,12,0,1000,0,0,"[[-30, 100, -30, -100, 0, 100, 0, 0, 50], [0, 0, 50, 0, 100, 50, 0, 0, 0], [50, 0, 50, 0, -100, 100, 50, 100, 50], [0, 0, 0, 0, 50, 0, 0, -100, 0], [0, 50, 100, 0, 0, 0, 0, 0, -30], [-30, 50, 0, 0, 0, 0, -30, 100, -100], [0, -100, 0, 0, 100, 0, 50, -30, -30], [50, 0, 50, 50, -30, -100, 0, 50, 0], [50, 0, 0, -30, 0, -100, 0, -30, -100]]"
25,9,9,0,0,N,1000,12,1,965,0,0,"[[0, 100, -30, -100, 0, 100, 0, 0, 50], [0, 0, 50, 0, 100, 50, 0, 0, 0], [50, 0, 50, 0, -100, 100, 50, 100, 50], [0, 0, 0, 0, 50, 0, 0, -100, 0], [0, 50, 100, 0, 0, 0, 0, 0, -30], [-30, 50, 0, 0, 0, 0, -30, 100, -100], [0, -100, 0, 0, 100, 0, 50, -30, -30], [50, 0, 50, 50, -30, -100, 0, 50, 0], [50, 0, 0, -30, 0, -100, 0, -30, -100]]"
26,9,9,0,0,W,1000,13,0,1000,0,0,"[[-30, 0, 0, -30, 0, 50, 100, 50, 0], [0, -30, 0, 0, -30, -100, 0, 0, -100], [0, 50, 0, -30, 50, 0, 0, 50, -100], [50, 0, 0, 0, 50, 0, 0, 0, 0], [50, -100, 0, 0, 0, 0, -100, 50, 0], [-30, -30, -100, 0, 100, -100, 50, -30, 50], [50, -30, 0, -100, 50, 0, 50, 100, -30], [50, 100, 0, 100, -100, 50, 50, 100, 50], [50, 50, 0, 0, 0, -30, -30, 0, 0]]"
27,9,9,0,0,W,1000,13,1,965,0,0,"[[0, 0, 0, -30, 0, 50, 100, 50, 0], [0, -30, 0, 0, -30, -100, 0, 0, -100], [0, 50, 0, -30, 50, 0, 0, 50, -100], [50, 0, 0, 0, 50, 0, 0, 0, 0], [50, -100, 0, 0, 0, 0, -100, 50, 0], [-30, -30, -100, 0, 100, -100, 50, -30, 50], [50, -30, 0, -100, 50, 0, 50, 100, -30], [50, 100, 0, 100, -100, 50, 50, 100, 50], [50, 50, 0, 0, 0, -30, -30, 0, 0]]"
28,9,9,0,0,S,1000,14,0,1000,0,0,"[[0, -30, 0, -30, -100, 0, 0, 0, 50], [-100, 50, -30, -30, 50, 50, 50, 50, 0], [0, 0, 100, 0, 0, 50, 100, 0, 0], [0, -30, -30, 50, 0, 0, 0, 50, 50], [100, 0, 50, 50, -30, 0, 0, 0, 100], [0, 0, 0, 100, 50, -30, 100, 0, 0], [50, 0, 0, 0, 0, -30, 100, 50, -30], [0, 0, -30, 0, 0, 0, 50, 100, 50], [50, 50, -30, 0, -100, 0, 50, 0, -30]]"
29,9,9,0,0,S,1000,14,1,995,0,0,"[[0, -30, 0, -30, -100, 0, 0, 0, 50], [-100, 50, -30, -30, 50, 50, 50, 50, 0], [0, 0, 100, 0, 0, 50, 100, 0, 0], [0, -30, -30, 50, 0, 0, 0, 50, 50], [100, 0, 50, 50, -30, 0, 0, 0, 100], [0, 0, 0, 100, 50, -30, 100, 0, 0], [50, 0, 0, 0, 0, -30, 100, 50, -30], [0, 0, -30, 0, 0, 0, 50, 100, 50], [50, 50, -30, 0, -100, 0, 50, 0, -30]]"
30,9,9,0,0,W,1000,15,0,1000,0,0,"[[-30, 0, 50, 0, 0, -100, 0, 0, 0], [0, 50, 100, 0, 0, 0, 0, 50, 0], [0, 0, 0, 0, 0, 0, 100, 50, 0], [0, 50, 100, -30, -30, 0, 50, 0, 0], [0, 50, 0, 100, 50, 100, 100, -100, 50], [0, 0, -30, 0, 100, 0, 0, 0, -30], [0, 50, -100, 0, 0, 50, 100, -30, -30], [100, 0, 0, -100, 0, -100, 50, -100, 0], [-30, 0, 0, 50, -30, 0, -30, 0, 0]]"
31,9,9,0,0,W,1000,15,1,965,0,0,"[[0, 0, 50, 0, 0, -100, 0, 0, 0], [0, 50, 100, 0, 0, 0, 0, 50, 0], [0, 0, 0, 0, 0, 0, 100, 50, 0], [0, 50, 100, -30, -30, 0, 50, 0, 0], [0, 50, 0, 100, 50, 100, 100, -100, 50], [0, 0, -30, 0, 100, 0, 0, 0, -30], [0, 50, -100, 0, 0, 50, 100, -30, -30], [100, 0, 0, -100, 0, -100, 50, -100, 0], [-30, 0, 0, 50, -30, 0, -30, 0, 0]]"
32,9,9,0,0,N,1000,16,0,1000,0,0,"[[50, 0, 0, 0, 100, 50, -30, 0, 0], [0, 50, 0, -30, 0, 50, 0, 50, 0], [0, 50, 0, 100, -30, 0, 0, -100, 100], [-100, -30, -100, 0, 0, 0, 50, 0, -100], [50, 0, -30, 0, -100, 0, 50, 100, 100], [-100, 50, -100, 50, -30, -100, 50, 50, -30], [0, 0, 0, -30, 0, 0, 100, 0, 0], [0, 0, 100, -30, 0, 0, 50, 0, -30], [0, -30, -100, 0, 0, 0, -100, 100, 0]]"
33,9,9,0,0,N,1000,16,1,1045,0,0,"[[0, 0, 0, 0, 100, 50, -30, 0, 0], [0, 50, 0, -30, 0, 50, 0, 50, 0], [0, 50, 0, 100, -30, 0, 0, -100, 100], [-100, -30, -100, 0, 0, 0, 50, 0, -100], [50, 0, -30, 0, -100, 0, 50, 100, 100], [-100, 50, -100, 50, -30, -100, 50, 50, -30], [0, 0, 0, -30, 0, 0, 100, 0, 0], [0, 0, 100, -30, 0, 0, 50, 0, -30], [0, -30, -100, 0, 0, 0, -100, 100, 0]]"
34,9,9,0,0,E,1000,17,0,1000,0,0,"[[0, 0, 0, 50, -30, 0, 100, -100, 50], [-30, -30, -30, 50, 50, 0, 50, 0, 50], [50, 50, 0, 0, 0, 0, -30, 0, 50], [100, 50, -30, -30, 50, 0, 0, 0, 0], [0, 0, 0, 100, 50, 0, 0, 0, 50], [-30, 0, 0, 0, 50, 0, 100, 50, 0], [-30, -100, 50, 100, 0, 0, 0, -30, 0], [-100, 0, -30, -30, 0, 50, 0, 50, -100], [50, 0, 0, 0, 50, 0, 0, 0, 0]]"
35,9,9,0,0,E,1000,17,1,995,0,0,"[[0, 0, 0, 50, -30, 0, 100, -100, 50], [-30, -30, -30, 50, 50, 0, 50, 0, 50], [50, 50, 0, 0, 0, 0, -30, 0, 50], [100, 50, -30, -30, 50, 0, 0, 0, 0], [0, 0, 0, 100, 50, 0, 0, 0, 50], [-30, 0, 0, 0, 50, 0, 100, 50, 0], [-30, -100, 50, 100, 0, 0, 0, -30, 0], [-100, 0, -30, -30, 0, 50, 0, 50, -100], [50, 0, 0, 0, 50, 0, 0, 0, 0]]"
36,9,9,0,0,S,1000,18,0,1000,0,0,"[[0, 0, -30, 0, 0, 0, -100, 0, 0], [0, 0, 0, 0, 0, 0, 0, 50, 50], [-30, 0, 0, 0, 100, 0, 0, 0, 0], [-30, 50, 50, 50, 0, 0, -30, 0, 0], [0, 0, 0, 50, 0, 0, 0, 50, 0], [100, -30, 0, 0, 0, 0, 0, 100, 0], [0, 0, 0, 50, 100, 0, -30, 50, 0], [0, 0, -100, 100, 50, -100, 0, 0, 0], [50, 100, 100, -30, 0, 0, 0, -30, 100]]"
37,9,9,0,0,S,1000,18,1,990,0,1,"[[0, 0, -30, 0, 0, 0, -100, 0, 0], [0, 0, 0, 0, 0, 0, 0, 50, 50], [-30, 0, 0, 0, 100, 0, 0, 0, 0], [-30, 50, 50, 50, 0, 0, -30, 0, 0], [0, 0, 0, 50, 0, 0, 0, 50, 0], [100, -30, 0, 0, 0, 0, 0, 100, 0], [0, 0, 0, 50, 100, 0, -30, 50, 0], [0, 0, -100, 100, 50, -100, 0, 0, 0], [50, 100, 100, -30, 0, 0, 0, -30, 100]]"
38,9,9,0,0,W,1000,19,0,1000,0,0,"[[0, 0, 0, 50, -30, 0, -30, 100, 0], [0, 50, -30, 0, -30, 0, -30, 50, -30], [0, -100, 0, -30, -100, 0, 0, 100, 0], [-30, 50, 0, 0, 0, 100, 50, 0, 50], [-30, -100, 50, 0, 0, 0, -100, 0, -100], [0, 50, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 100, 0, 0], [-30, -30, 0, 0, 50, 100, -30, 0, 50], [100, 0, 50, 100, -30, -30, 0, 100, 0]]"
39,9,9,0,0,W,1000,19,1,995,0,0,"[[0, 0, 0, 50, -30, 0, -30, 100, 0], [0, 50, -30, 0, -30, 0, -30, 50, -30], [0, -100, 0, -30, -100, 0, 0, 100, 0], [-30, 50, 0, 0, 0, 100, 50, 0, 50], [-30, -100, 50, 0, 0, 0, -100, 0, -100], [0, 50, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 100, 0, 0], [-30, -30, 0, 0, 50, 100, -30, 0, 50], [100, 0, 50, 100, -30, -30, 0, 100, 0]]"
40,19,19,0,0,N,1000,0,0,1000,0,0,"[[50, 0, 50, 50, 0, 100, 0, -100, 0, 0, 0, -100, 0, 0, 0, -100, -100, 0, -100], [100, 100, 0, 50, 50, 50, -30, 0, 0, 50, 100, -100, 0, 0, -30, -30, 50, 50, 0], [0, 0, 0, 100, 0, 0, 50, 0, 50, -30, -100, 0, 0, 0, 50, 0, 100, 0, 0], [0, 100, 0, 0, 0, 50, 0, 50, 100, 0, -100, 50, 100, 50, 100, 0, 0, 50, 0], [0, 0, 100, 50, 0, 0, 0, 0, -100, 0, 50, 0, 0, 0, 0, 0, 100, 0, 0], [100, -30, 50, 50, -30, -100, 100, -30, 50, 0, 50, 50, 50, 0, 50, 0, 0, 0, 0], [-30, 0, -100, 0, 50, 0, 0, 0, 0, 100, 0, -30, 0, 100, -30, -30, 0, 0, 0], [-30, 100, 0, -100, -100, 100, -100, -30, 50, 50, 0, 0, 0, 0, 50, 0, -30, -30, 0], [0, 0, -100, 50, 0, 0, 50, 50, 0, -30, 0, -100, 0, -100, 0, 0, -100, 50, 0], [0, 0, 50, 50, 0, 0, 0, 0, -30, 50, 0, -30, 0, 50, 0, 0, -30, 0, 100], [0, 0, 0, 50, 0, 100, 0, 50, -30, 50, 0, 0, 0, 50, 50, 0, 100, 0, 0], [0, 0, -100, 50, 0, 0, 0, 0, 0, 50, -100, 50, 0, 0, -100, 100, -30, 0, 0], [-30, 50, -100, -30, 0, 50, 50, 100, 0, 0, 50, 50, 0, 50, 0, 0, 0, 0, -30], [0, 50, 50, 0, 100, -100, 50, 50, 0, 0, 50, 0, -100, 100, 50, 50, 0, 0, 0], [0, 0, 50, -30, 0, 0, 0, 50, 100, 50, 100, 0, -30, -30, -100, 0, 100, 100, 0], [50, 0, -30, 0, 50, 50, 0, 0, 0, 0, 0, 50, 50, 0, 100, 0, 0, 50, 0], [0, 100, 0, 0, 50, 0, -30, 0, 0, 100, 0, -30, -30, 0, 0, 0, 100, -100, 50], [-30, 0, 100, 0, 50, -30, 0, -30, 0, 100, -100, 0, -30, 0, 0, -100, 0, -100, -100], [0, 0, -30, 0, 50, 0, 0, 50, 50, 50, 0, 50, 100, 50, 0, 100, 0, 0, 0]]"
41,19,19,0,0,N,1000,0,1,1045,0,0,"[[0, 0, 50, 50, 0, 100, 0, -100, 0, 0, 0, -100, 0, 0, 0, -100, -100, 0, -100], [100, 100, 0, 50, 50, 50, -30, 0, 0, 50, 100, -100, 0, 0, -30, -30, 50, 50, 0], [0, 0, 0, 100, 0, 0, 50, 0, 50, -30, -100, 0, 0, 0, 50, 0, 100, 0, 0], [0, 100, 0, 0, 0, 50, 0, 50, 100, 0, -100, 50, 100, 50, 100, 0, 0, 50, 0], [0, 0, 100, 50, 0, 0, 0, 0, -100, 0, 50, 0, 0, 0, 0, 0, 100, 0, 0], [100, -30, 50, 50, -30, -100, 100, -30, 50, 0, 50, 50, 50, 0, 50, 0, 0, 0, 0], [-30, 0, -100, 0, 50, 0, 0, 0, 0, 100, 0, -30, 0, 100, -30, -30, 0, 0, 0], [-30, 100, 0, -100, -100, 100, -100, -30, 50, 50, 0, 0, 0, 0, 50, 0, -30, -30, 0], [0, 0, -100, 50, 0, 0, 50, 50, 0, -30, 0, -100, 0, -100, 0, 0, -100, 50, 0], [0, 0, 50, 50, 0, 0, 0, 0, -30, 50, 0, -30, 0, 50, 0, 0, -30, 0, 100], [0, 0, 0, 50, 0, 100, 0, 50, -30, 50, 0, 0, 0, 50, 50, 0, 100, 0, 0], [0, 0, -100, 50, 0, 0, 0, 0, 0, 50, -100, 50, 0, 0, -100, 100, -30, 0, 0], [-30, 50, -100, -30, 0, 50, 50, 100, 0, 0, 50, 50, 0, 50, 0, 0, 0, 0, -30], [0, 50, 50, 0, 100, -100, 50, 50, 0, 0, 50, 0, -100, 100, 50, 50, 0, 0, 0], [0, 0, 50, -30, 0, 0, 0, 50, 100, 50, 100, 0, -30, -30, -100, 0, 100, 100, 0], [50, 0, -30, 0, 50, 50, 0, 0, 0, 0, 0, 50, 50, 0, 100, 0, 0, 50, 0], [0, 100, 0, 0, 50, 0, -30, 0, 0, 100, 0, -30, -30, 0, 0, 0, 100, -100, 50], [-30, 0, 100, 0, 50, -30, 0, -30, 0, 100, -100, 0, -30, 0, 0, -100, 0, -100, -100], [0, 0, -30, 0, 50, 0, 0, 50, 50, 50, 0, 50, 100, 50, 0, 100, 0, 0, 0]]"
